WKT,ID,CIRCUITO_N,COMUNA,BARRIO,TOTAL,MASCULINO,FEMENINO,PERIMETRO,AREA
"MULTIPOLYGON (((-58.3661871461469 -34.6204312876783,-58.3660639106602 -34.621515418103,-58.3658425950003 -34.6237048832166,-58.3658342563784 -34.623835253489,-58.3657919798787 -34.6239884106249,-58.3654779550486 -34.6239704890445,-58.3640983812104 -34.6247099910476,-58.3635108880291 -34.6249876716871,-58.3634535130463 -34.6251237728734,-58.3664821002131 -34.6251912978642,-58.3679784789629 -34.62519842047,-58.3679550369998 -34.6271427044301,-58.3680980198034 -34.6271931268357,-58.368251981578 -34.6273183042386,-58.3686156102674 -34.6276353327267,-58.3694356610091 -34.6283186865831,-58.3706574008251 -34.6294995959563,-58.3709626379646 -34.6266508132812,-58.3713063658055 -34.6266628839813,-58.3725521459197 -34.6267466708693,-58.3745640705045 -34.6268014291647,-58.3755730893349 -34.6273052700513,-58.3762237604151 -34.6262869670616,-58.3767496130235 -34.6251220540446,-58.3770806317425 -34.6234886898763,-58.3772237938455 -34.6220465198698,-58.3772315397202 -34.6208966601171,-58.3772322821891 -34.620874209378,-58.37573530044 -34.6208289696136,-58.3747120279469 -34.6207784657456,-58.3737489091156 -34.6207528819436,-58.372499929543 -34.6207146362928,-58.3709198413933 -34.6206636876295,-58.3699566829294 -34.6206754023912,-58.3684819617645 -34.6205996152413,-58.3669471059647 -34.6204865264288,-58.3661871461469 -34.6204312876783)))",001,1,1,SAN TELMO,11377.00000000000,5695.00000000000,5682.00000000000,4157.17556283000,709721.55022900004
"MULTIPOLYGON (((-58.3773566900831 -34.6174473269535,-58.3774261511268 -34.6162859669261,-58.3759818898822 -34.6162240873319,-58.3752387286737 -34.6161329423668,-58.3745082158526 -34.6160768747792,-58.3731229529917 -34.6160271754017,-58.3717219967993 -34.6160205498055,-58.3717104346877 -34.615982401083,-58.3705786873853 -34.6159003137223,-58.3702553616682 -34.6158619295963,-58.3667330284159 -34.6156300108754,-58.3661871461469 -34.6204312876783,-58.3669471059647 -34.6204865264288,-58.3684819617645 -34.6205996152413,-58.3699566829294 -34.6206754023912,-58.3709198413933 -34.6206636876295,-58.372499929543 -34.6207146362928,-58.3737489091156 -34.6207528819436,-58.3747120279469 -34.6207784657456,-58.37573530044 -34.6208289696136,-58.3772322821891 -34.620874209378,-58.3773566900831 -34.6174473269535)))",002,2,1,SAN TELMO,11365.00000000000,5870.00000000000,5495.00000000000,3045.85873489000,523430.86001399998
"MULTIPOLYGON (((-58.3572938809189 -34.5951056247163,-58.3572278321283 -34.5951382972317,-58.3570870003512 -34.5951427723255,-58.3569742807929 -34.5951753146201,-58.3568727665829 -34.5952358176491,-58.3568097325584 -34.5952330587486,-58.3564721495933 -34.5953710772299,-58.3562759483444 -34.5954257268286,-58.3559701277541 -34.5954779347936,-58.3556701140162 -34.5954895744415,-58.3555230518218 -34.5955133387814,-58.3551911384703 -34.5956465813265,-58.3551593765932 -34.5957300452143,-58.3550870224515 -34.5957703769068,-58.3549773159314 -34.5959755834374,-58.3547695702605 -34.5960541138268,-58.3545820646501 -34.5960587274023,-58.3545213967845 -34.5961015917643,-58.3543021188917 -34.5961967914585,-58.3541222373772 -34.5962850828794,-58.3539464047086 -34.5963713941814,-58.3535401281579 -34.5966301660104,-58.3534361792781 -34.5966921066008,-58.3532946977226 -34.5968469720055,-58.3530463304849 -34.5970399716835,-58.3528092327885 -34.5974833690644,-58.3526330984401 -34.5976597525839,-58.3523818246963 -34.5979384970075,-58.3521048016722 -34.5980360740197,-58.3519575017554 -34.5981671293908,-58.3517870688514 -34.598381657042,-58.351631111855 -34.5985293855619,-58.3515242306728 -34.5986294603807,-58.3513250319682 -34.5987651570059,-58.3511518052326 -34.5989153032094,-58.3509438854003 -34.5990486473933,-58.3508486801909 -34.5990914793685,-58.350663961979 -34.5991581214136,-58.3505830957442 -34.5992391951224,-58.3504907531305 -34.5992914966838,-58.3503203083868 -34.5995107995886,-58.3502076875621 -34.5995965331214,-58.3500083167142 -34.5998563842702,-58.3498726472633 -34.5999612105859,-58.3497310740273 -34.6001089499317,-58.3495520378074 -34.6002279819732,-58.3493442563158 -34.6003208378482,-58.3487724810994 -34.6008355067905,-58.348607990461 -34.6009045100713,-58.3484925822151 -34.6009210818699,-58.348403175551 -34.6009305556217,-58.3483049607583 -34.6010019638429,-58.3480740427897 -34.601109134522,-58.3480192193262 -34.6011495664785,-58.34772765813 -34.6013425145655,-58.347548739482 -34.6013709285645,-58.3475083004377 -34.6014138981653,-58.3474043873518 -34.6014423832877,-58.3472397914029 -34.601585318936,-58.3471387993143 -34.6016472552475,-58.3470636466176 -34.6017544806392,-58.3470202373953 -34.6018618268634,-58.3469969537772 -34.6019857800322,-58.3469276236862 -34.6020429682763,-58.3469102316567 -34.6021335685973,-58.3468437003647 -34.6022480134513,-58.3468061550187 -34.6022789945764,-58.3468148193809 -34.6023219225376,-58.3467598130923 -34.6024268213736,-58.3467450149197 -34.602720111574,-58.3466539611973 -34.6028133454895,-58.3466495714696 -34.6028655478093,-58.3467043824917 -34.6029013940607,-58.3467214433554 -34.6030492810851,-58.3466549465782 -34.6032042120576,-58.3466403897236 -34.6032591067185,-58.3465824950342 -34.6034355034889,-58.3466255438276 -34.6035881942486,-58.346561868898 -34.6037169786554,-58.3465327886227 -34.6039315429759,-58.346541313342 -34.6040102649385,-58.3464660380158 -34.6042034156191,-58.3464745700237 -34.6042773580339,-58.3463877528266 -34.6044895234521,-58.3463586910427 -34.6046278090521,-58.3463152348629 -34.6047685133304,-58.3462376471957 -34.6048116291584,-58.3461737004323 -34.6048781093965,-58.3460726236376 -34.6049972101016,-58.3460897337129 -34.6051093911215,-58.3461416127976 -34.6051857204549,-58.3461297545872 -34.605369374545,-58.3461671948916 -34.6054147618867,-58.3461524906955 -34.6056388983439,-58.3461176648731 -34.6057819562576,-58.3461087136572 -34.60600853061,-58.3460825961851 -34.606099121864,-58.3460621748767 -34.6062947587105,-58.3459579881967 -34.6065140299831,-58.3458740780426 -34.6067047378853,-58.3457382885751 -34.6068834936094,-58.34561983948 -34.6070097908635,-58.3452012180204 -34.6072311933952,-58.3451059272097 -34.6073264956879,-58.3449239765947 -34.6074551651033,-58.3447738584371 -34.6075241769961,-58.3446006361901 -34.6076480764575,-58.3439973455575 -34.6079432307288,-58.3436045465434 -34.608276727231,-58.3434486253991 -34.6083767463636,-58.3432205028219 -34.6085243938501,-58.3430530262302 -34.6086529843851,-58.3426775794954 -34.6089865851039,-58.3424233775683 -34.6091914593588,-58.3422046594575 -34.6093637288556,-58.3420191416338 -34.6094653416342,-58.3417158038628 -34.6097488779008,-58.3414646858789 -34.6098702620704,-58.3412797245882 -34.6100823238747,-58.3412247647793 -34.6102086799516,-58.3408606399519 -34.6106638277935,-58.340863169672 -34.6109023154126,-58.3408427852545 -34.6110024686392,-58.3407876462402 -34.6112505457649,-58.3407557399948 -34.6113578108408,-58.3405819206527 -34.6118799586287,-58.3404428356788 -34.6122686084633,-58.3403617782638 -34.6124640947822,-58.340297868737 -34.6128026892548,-58.3402309015411 -34.6132033123987,-58.3400514082372 -34.6136658558456,-58.3399760895975 -34.6138709045251,-58.3399350607714 -34.6143072595552,-58.3399375709353 -34.6145577379868,-58.3398592142154 -34.6148700804051,-58.3398444793326 -34.6150418277534,-58.339844463926 -34.615663423001,-58.3398554070133 -34.6161118206063,-58.3399906906161 -34.6162956218307,-58.3401290299226 -34.6164198260732,-58.3405208171889 -34.6167516638264,-58.3407197481617 -34.6169009052705,-58.3408206682287 -34.616904612116,-58.3410715273917 -34.616974018713,-58.3412071806956 -34.616969466771,-58.3415475855312 -34.6169483454875,-58.3421621780691 -34.6169131580391,-58.3423698705814 -34.6169157085565,-58.3426121701375 -34.6169350616405,-58.3427563919928 -34.616975686885,-58.3429755801421 -34.6169902391774,-58.3431457921693 -34.6170357592429,-58.3432927557169 -34.6171098373068,-58.3436907090174 -34.6172270799249,-58.3439993397895 -34.6172846344737,-58.3442360789586 -34.617356545119,-58.3442895960046 -34.6173586707613,-58.3443916671411 -34.6173752695942,-58.3444364470041 -34.6173855928594,-58.3444600792426 -34.6174031075714,-58.3445397233597 -34.6174412345856,-58.3445844994754 -34.6174547109613,-58.3446853371845 -34.6174537268678,-58.3447089819711 -34.6174619547995,-58.3450165136446 -34.6174694649113,-58.3451086045918 -34.617483980381,-58.3453202591518 -34.6174831927621,-58.3455606497731 -34.6173897426423,-58.3456590394071 -34.6174021906091,-58.3457274755857 -34.617414607579,-58.3457747838742 -34.6174188014024,-58.3458008758736 -34.6174146779359,-58.345833277288 -34.6174008231541,-58.345856989932 -34.6173611734944,-58.3459454165121 -34.6173572015661,-58.3459952115825 -34.6173201913661,-58.3460799362503 -34.6173264037631,-58.3461757328255 -34.6173275769857,-58.3462467031387 -34.6173296276567,-58.3462803247857 -34.6173430949629,-58.3463413118413 -34.6173431531479,-58.3463475005245 -34.6173555109324,-58.3463462039485 -34.6173832807976,-58.3463747885972 -34.6174604894367,-58.346399683978 -34.617475931292,-58.3464506641177 -34.6174914882335,-58.3465004971929 -34.6174925277117,-58.3465427892217 -34.6174812059072,-58.3465577701182 -34.6174462371106,-58.3464993887534 -34.6173834268039,-58.346509400555 -34.6173649536331,-58.3465666081709 -34.6173650081058,-58.3465740919575 -34.6173515800137,-58.3465555095001 -34.617324784324,-58.3465716985697 -34.6173268728712,-58.3465952463306 -34.6173413219524,-58.3466064644576 -34.6173598158854,-58.3466313735429 -34.6173639880589,-58.3466674752513 -34.617341390673,-58.3467210030042 -34.6173372931015,-58.346724761775 -34.6173507318912,-58.3467110628985 -34.6173702838081,-58.3466736179618 -34.6173887331082,-58.3466499202683 -34.6174164800186,-58.3466325208152 -34.6174453168011,-58.3466374153378 -34.6174823798538,-58.3466623000236 -34.6175060245052,-58.3466963787981 -34.6175153453102,-58.346822912957 -34.6174702026593,-58.3468470203771 -34.6174694140177,-58.3469387187244 -34.617441459268,-58.3470433373196 -34.6174375019077,-58.3470495796816 -34.6174117196273,-58.347024703332 -34.6173839260405,-58.3470882000986 -34.6173902083893,-58.3471342765783 -34.6173737516929,-58.3471779301149 -34.6173552178986,-58.347256301798 -34.6173369892942,-58.3472914285147 -34.6173046539964,-58.3474170378659 -34.6172761895697,-58.3474929973257 -34.617246598653,-58.3475316314979 -34.6172135452918,-58.3476039035042 -34.6171837687098,-58.3476046478591 -34.617166187374,-58.3476374136503 -34.6171489052898,-58.3477182369219 -34.6171156209574,-58.3478077424747 -34.6170465506979,-58.3479174467363 -34.6170060781687,-58.3479982107158 -34.6170157132232,-58.3481136485923 -34.6169919278273,-58.3482174850865 -34.6169682222177,-58.348292560517 -34.616927716849,-58.3483907124084 -34.616915908134,-58.3485312874943 -34.616928752033,-58.3485637732972 -34.6169184140012,-58.3486474332169 -34.6169137143479,-58.3487396961407 -34.6169329149021,-58.3488522150051 -34.6169401427862,-58.3489129334472 -34.6168734789085,-58.3490659109383 -34.6168282678032,-58.3491446325775 -34.6168822602384,-58.349230251156 -34.6169606029763,-58.3495851792487 -34.6170391934565,-58.3497448438095 -34.6171029973326,-58.3498099596293 -34.6171103614478,-58.3498546993267 -34.6171512471333,-58.3499430165696 -34.6171618793387,-58.3499784346309 -34.6171790429483,-58.350046467144 -34.6172231049025,-58.3502150614096 -34.6172036955294,-58.3502653066957 -34.6172306100812,-58.350268070383 -34.617382271188,-58.3502964477675 -34.6174184523153,-58.3503448474221 -34.617480169381,-58.3505103960018 -34.617585453035,-58.350581208792 -34.6177029127328,-58.3505573640491 -34.6178423740955,-58.3506016041385 -34.617989113291,-58.3506694826745 -34.6180821360676,-58.350809596704 -34.6181719778284,-58.3503528701067 -34.6181356715911,-58.3501456495724 -34.6182479151553,-58.3500451023533 -34.6182332157655,-58.3499208849293 -34.6181621428771,-58.3497936203621 -34.6182158518481,-58.3498615146317 -34.6183626131919,-58.3499117426149 -34.6184042252309,-58.3499826550192 -34.618448381758,-58.3501009894176 -34.6184802290429,-58.350115621126 -34.6185683331846,-58.3499717792225 -34.6186416838574,-58.3499675379195 -34.6187174170429,-58.3502484681831 -34.6187788085021,-58.3503374188238 -34.6186541023669,-58.3504084034983 -34.618644430375,-58.3505298180376 -34.6185271474963,-58.3507221022838 -34.6185517588624,-58.3506864707471 -34.6186275551398,-58.3505444493253 -34.6186836870526,-58.350511652411 -34.6187245914104,-58.3503966254005 -34.6188417899153,-58.3503695140906 -34.6189354461188,-58.3504404829284 -34.6190039447088,-58.350567650303 -34.6190230879604,-58.3506651112135 -34.6191264155561,-58.3506769243373 -34.6191705157347,-58.3508248003182 -34.6191755212142,-58.3511256102115 -34.6193059932137,-58.3512119542282 -34.6193129248336,-58.351225809473 -34.6193127575814,-58.3513387007216 -34.6193113278447,-58.3514671023497 -34.6192823215164,-58.3515017140722 -34.6192313208298,-58.3515200594495 -34.6191674109379,-58.3515861146992 -34.6192122817573,-58.3516133461544 -34.6192307914607,-58.3515513259859 -34.6193291934721,-58.3514632214663 -34.6193597694836,-58.3516495504972 -34.6194675045742,-58.3517806947269 -34.6195421907181,-58.3519171392928 -34.6196200369024,-58.3522137893117 -34.6196331986574,-58.3525471852106 -34.6195433363974,-58.3525650917897 -34.6195384827889,-58.3526924308889 -34.6197709510942,-58.3527501876669 -34.6197661350387,-58.352914010575 -34.6197532985302,-58.3529302930405 -34.6197511498158,-58.3529321870469 -34.6197471851643,-58.3529322782249 -34.6197471852463,-58.3530252780505 -34.6196191455292,-58.3530849351166 -34.6195371480143,-58.3535172438601 -34.6194049937156,-58.3539133031695 -34.6196160623453,-58.3540733992584 -34.6197013207289,-58.3542492964809 -34.6194639838929,-58.3551398152951 -34.6195504288863,-58.3552004172952 -34.6194307444565,-58.3554944492765 -34.6188204995886,-58.3558089288058 -34.6181149681573,-58.355997628494 -34.6176387941544,-58.3562382791196 -34.6178961529906,-58.3563325865097 -34.6180073180142,-58.3564631916782 -34.6180824492839,-58.3565755663212 -34.6182026458975,-58.3571129349973 -34.6187747550429,-58.3581567909022 -34.6198861177472,-58.3581785309387 -34.6199092203588,-58.3592882912721 -34.6210690473556,-58.3600209430436 -34.6218261451659,-58.3600708964315 -34.6218771313958,-58.3604416785368 -34.6222557716097,-58.3607354583768 -34.6225652814831,-58.3613593212788 -34.6232202134832,-58.3616385347336 -34.6235297090369,-58.3617640363758 -34.6236681258482,-58.3618900788008 -34.6238082546302,-58.3619813525605 -34.6239096747894,-58.3622334456753 -34.6241835330043,-58.3626157196288 -34.6245987831496,-58.3630811842644 -34.6251116572442,-58.3634535130463 -34.6251237728734,-58.3635108880291 -34.6249876716871,-58.3640983812104 -34.6247099910476,-58.3654779550486 -34.6239704890445,-58.3657919798787 -34.6239884106249,-58.3658342563784 -34.623835253489,-58.3658425950003 -34.6237048832166,-58.3660639106602 -34.621515418103,-58.3661871461469 -34.6204312876783,-58.3667330284159 -34.6156300108754,-58.3671229141027 -34.6121367139135,-58.3669935848597 -34.6121260625239,-58.3666022131928 -34.6121427971941,-58.3654315627556 -34.6120751466985,-58.3639582667853 -34.6119904715361,-58.3636958073447 -34.6119902588348,-58.3635749998948 -34.6117732240437,-58.3633127078321 -34.6117062895107,-58.3597807710082 -34.6114697452857,-58.359417505572 -34.6114527580169,-58.3591550064406 -34.6114858960871,-58.3587514370028 -34.6114021498277,-58.3588121992256 -34.6112186271,-58.3587722991204 -34.6109014838986,-58.3587321436773 -34.6107178751886,-58.3591168043895 -34.6098004183824,-58.3609194748027 -34.6046120608321,-58.3628230635459 -34.5992235000489,-58.3632803172529 -34.5979813135405,-58.3633439681586 -34.5977719119687,-58.3634908333948 -34.5973086752866,-58.3635320757962 -34.5971868968212,-58.3634347072058 -34.5971661693058,-58.3634533700218 -34.5971273229633,-58.3632924376029 -34.5970932002395,-58.362929499657 -34.5969286234278,-58.3621180723773 -34.5965539541864,-58.3612209911087 -34.5961453068325,-58.361008968726 -34.5960485641194,-58.3605431319158 -34.5958360167859,-58.3601219651765 -34.5956429816586,-58.3592515113868 -34.5952442594692,-58.3585291117981 -34.5951839551286,-58.3578125251731 -34.5951494398043,-58.3576862742443 -34.5951433797395,-58.3573219545968 -34.595092123463,-58.3573208755342 -34.5950920322989,-58.3572938809189 -34.5951056247163),(-58.3654188500073 -34.6124866477802,-58.3654240659018 -34.6124867421712,-58.3654301817648 -34.6124871976577,-58.3654348571865 -34.6124890946088,-58.3654392624957 -34.6124903602699,-58.3654444767068 -34.6124918983723,-58.3654505007685 -34.6124946073864,-58.3654556237032 -34.6124979489572,-58.3654598468818 -34.6125024595268,-58.3654641570259 -34.6125071522804,-58.3654670323718 -34.6125113008472,-58.365468826877 -34.6125155409853,-58.3654694490608 -34.6125201389168,-58.3654700747455 -34.612524017195,-58.3654701581732 -34.612529516468,-58.3654690718326 -34.6125354665193,-58.3654679849657 -34.6125418677307,-58.3654662654754 -34.6125503415755,-58.3651661932374 -34.6151767738979,-58.3651008886935 -34.6157162659119,-58.3648945741967 -34.6175313828168,-58.3648909514563 -34.6175526576146,-58.3648909368595 -34.6175651008194,-58.3648888604388 -34.6175707804711,-58.3648870559435 -34.6175755563699,-58.3648819221402 -34.6175812330199,-58.3648763408063 -34.6175854655983,-58.3648709392343 -34.6175890688973,-58.3648644595716 -34.6175914972147,-58.3648596909952 -34.6175927555383,-58.3648519552723 -34.617593110262,-58.3648408010781 -34.6175926501549,-58.3648305487337 -34.6175915602465,-58.3642219029774 -34.6175456270633,-58.364212458182 -34.6175454411755,-58.3641999556108 -34.6175438965867,-58.3641914117941 -34.6175432586139,-58.3641821448533 -34.6175440626687,-58.3641746789323 -34.6175453187872,-58.3641664896457 -34.6175476576556,-58.3641584816746 -34.6175491834812,-58.3641508299376 -34.6175544960379,-58.3641440815185 -34.6175573769107,-58.3641372366755 -34.6175641338309,-58.3641321033566 -34.6175693581891,-58.3641284093343 -34.6175747652745,-58.364125429114 -34.6175832386247,-58.3640939835108 -34.6178572236577,-58.363882704391 -34.6178420851883,-58.3639113412785 -34.6175868529918,-58.363912609352 -34.6175804519465,-58.3639133377483 -34.6175728790983,-58.3639121750109 -34.6175662053885,-58.3639103863429 -34.6175592610258,-58.3639083241728 -34.6175528572836,-58.3639032071849 -34.6175442876997,-58.3638975479832 -34.6175372499702,-58.3638921564157 -34.6175323780258,-58.3638864035254 -34.6175285852717,-58.3638803817889 -34.6175253353422,-58.3638729181182 -34.6175224446223,-58.3638641060563 -34.6175207230748,-58.3638546626565 -34.6175193630437,-58.3638474664078 -34.6175188163708,-58.3632114771584 -34.6174733071473,-58.363200953233 -34.6174728474042,-58.3631929481759 -34.6174724804971,-58.3631860242869 -34.6174701310174,-58.3631793693736 -34.6174676920749,-58.3631741564009 -34.6174648911795,-58.3631690332506 -34.617461551716,-58.3631636442081 -34.6174546044048,-58.3631604121589 -34.6174492835801,-58.3631578117568 -34.6174427875034,-58.363158271959 -34.6174335913647,-58.3631593617582 -34.6174249365818,-58.3631604543554 -34.6174139379691,-58.3633528153218 -34.6157151256011,-58.3637283196475 -34.6124102705449,-58.3637297673227 -34.6124010751974,-58.3637310432466 -34.6123880035816,-58.3637321327057 -34.6123795287,-58.3637348362959 -34.6123741208184,-58.3637369124507 -34.6123686216454,-58.3637398854959 -34.6123643875498,-58.3637452883824 -34.6123594319174,-58.3637525778508 -34.6123561927751,-58.3637595960448 -34.61235331214,-58.3637729998593 -34.6123517901641,-58.3637857739914 -34.6123520712178,-58.3638023196794 -34.612354338233,-58.3644247733366 -34.6124052441023,-58.3644369153343 -34.6124066062634,-58.3644468077859 -34.6124076056834,-58.3644604822319 -34.6124062648642,-58.3644697495468 -34.6124023961971,-58.3644784782037 -34.6123993364336,-58.3644838796665 -34.612395554335,-58.3644903618045 -34.6123906903208,-58.3644947760133 -34.6123843820285,-58.3644988311836 -34.6123778027507,-58.3645012678381 -34.6123718554453,-58.3645039741387 -34.6123641031647,-58.364505693086 -34.6123561701753,-58.3645341562852 -34.6120937243932,-58.3647431667356 -34.6121119245047,-58.3647157198399 -34.6123527314025,-58.3647143622055 -34.6123595830003,-58.3647129154871 -34.6123680570537,-58.3647129981973 -34.6123735579772,-58.3647129036218 -34.6123781553369,-58.3647131629089 -34.6123857295399,-58.3647144181269 -34.61239014917,-58.3647164783119 -34.6123959218279,-58.3647195279669 -34.6124040391142,-58.3647240174872 -34.6124100822184,-58.3647285999005 -34.6124152258269,-58.3647356093781 -34.6124197408599,-58.3647432498054 -34.6124236231237,-58.3647490039737 -34.6124260618097,-58.3647566470773 -34.6124282329661,-58.3647674383355 -34.6124305854627,-58.3647787693399 -34.6124317664746,-58.3651722447855 -34.6124635489966,-58.3654188500073 -34.6124866477802),(-58.364259637608 -34.6233738843426,-58.3642579175537 -34.623382540269,-58.3642569166555 -34.6233914652707,-58.3642563711887 -34.6233974146365,-58.3642556456184 -34.6234020131289,-58.3642550979404 -34.6234081440572,-58.3642535650967 -34.6234115683327,-58.3642509530267 -34.6234147232421,-58.3642451894917 -34.6234195861634,-58.3642387116994 -34.6234200315444,-58.36423403303 -34.6234203886957,-58.3642284556379 -34.6234209250349,-58.364222608666 -34.6234209203148,-58.3627064145795 -34.6233115807615,-58.3626995786648 -34.623310403243,-58.362691302274 -34.6233099458484,-58.3626832970918 -34.6233092179798,-58.3626749314261 -34.6233093899337,-58.3626682742712 -34.6233101074306,-58.3626617947486 -34.623311994787,-58.3626552242926 -34.6233147838376,-58.3626507234078 -34.6233178469316,-58.3626469410997 -34.6233205480366,-58.3620143080746 -34.6237350536916,-58.3619709184156 -34.623760444018,-58.3618437037266 -34.623624281253,-58.3619300394747 -34.6235687213162,-58.3625046038488 -34.6231914969176,-58.3625106342846 -34.6231878040118,-58.3625160367528 -34.6231838420948,-58.3625203591409 -34.6231803282495,-58.3625236937713 -34.6231746518777,-58.3625270312824 -34.6231687933937,-58.3625300975374 -34.6231615828583,-58.3625309134696 -34.623156082681,-58.362852157814 -34.6202223074126,-58.3630677109361 -34.6182447286106,-58.3630681701336 -34.6182380562181,-58.3630700719221 -34.6182271468501,-58.3630705291201 -34.6182204766567,-58.3630726960454 -34.6182138056589,-58.3630761216365 -34.6182086685327,-58.3630799052584 -34.6182029908569,-58.3630852177656 -34.6181993892156,-58.3630908871203 -34.6181962373749,-58.363097545584 -34.6181940794438,-58.3631056438245 -34.6181928239077,-58.3631157180171 -34.6181921108259,-58.3631278621469 -34.6181929322766,-58.3637538723834 -34.6182392453801,-58.3637646666112 -34.6182397047445,-58.3637774371652 -34.6182415180904,-58.3637863431295 -34.618240443628,-58.3637960617327 -34.6182376554155,-58.3638039820696 -34.6182343265532,-58.3638110007552 -34.6182314475693,-58.3638189232312 -34.6182263140674,-58.3638234235819 -34.6182234330416,-58.3638285575797 -34.6182171253631,-58.3638343244157 -34.6182091951214,-58.3638386515131 -34.6182014447269,-58.3638397434968 -34.6181908967188,-58.363870628573 -34.6179363876746,-58.3640825371098 -34.6179524284437,-58.3640550886889 -34.6181912515038,-58.3640549000946 -34.6181976517723,-58.3640529989943 -34.6182086513884,-58.3640538872074 -34.6182173077778,-58.3640559483132 -34.6182240718939,-58.3640596310565 -34.6182304769433,-58.3640615128497 -34.6182357966518,-58.3640643861356 -34.6182406687529,-58.3640673491375 -34.6182450881157,-58.3640739071761 -34.6182518558672,-58.3640826260872 -34.6182570033897,-58.364089188314 -34.6182607945876,-58.3640941324452 -34.6182625129923,-58.3641018669247 -34.6182649533074,-58.3641090620411 -34.6182659505743,-58.3641170657929 -34.6182674893361,-58.3641234505167 -34.6182683060334,-58.3641318158085 -34.6182685829386,-58.3647549498578 -34.6183139873617,-58.3647661037247 -34.6183148078543,-58.3647762648596 -34.6183177006846,-58.3647845363937 -34.6183213149539,-58.3647902896975 -34.6183248369696,-58.3647948706259 -34.6183292576132,-58.3647976562321 -34.6183323244361,-58.3648005290353 -34.6183376471293,-58.3648024117226 -34.6183422477219,-58.3648027653133 -34.6183477472068,-58.3648031161508 -34.6183555916215,-58.3648018473927 -34.6183626237487,-58.3646077940234 -34.6202220190017,-58.364259637608 -34.6233738843426)))",003,3,1,PUERTO MADERO,702.00000000000,416.00000000000,286.00000000000,14439.58562320000,4248032.90197000000
